open,high,low,close,time
1.08985,1.10004,1.0879,1.09828,1570665840.0
1.09828,1.11719,1.09797,1.11578,1571616840.0
1.11578,1.11793,1.10729,1.11072,1572394860.0
1.11071,1.11755,1.1036,1.10505,1565486940.0
1.10505,1.10899,1.0989,1.10676,1574127720.0
1.10676,1.10969,1.09922,1.10061,1574905620.0
1.10061,1.11161,1.09811,1.10565,1568253780.0
1.10565,1.11995,1.10533,1.11407,1576634700.0
1.11406,1.11809,1.10662,1.11809,1577468400.0
1.11808,1.12391,1.11087,1.11158,1596304500.0
1.11159,1.11727,1.1085,1.10902,1579284000.0
1.10902,1.11179,1.09978,1.10125,1580235060.0
1.10126,1.10954,1.09644,1.09761,1591122720.0
1.09762,1.09849,1.08271,1.08338,1581967740.0
1.08338,1.09086,1.07778,1.08979,1582746480.0
1.08979,1.13546,1.08768,1.13122,1591214100.0
1.13126,1.14954,1.0955,1.10004,1584471600.0
1.10008,1.10459,1.06357,1.1034,1585249800.0
1.1034,1.11473,1.07683,1.07865,1591298580.0
1.07865,1.09907,1.07835,1.09161,1586980260.0
1.09161,1.09178,1.07271,1.08148,1587759060.0
1.08149,1.10187,1.08097,1.08341,1588711680.0
1.08341,1.08965,1.07665,1.08033,1589490420.0
1.08032,1.10083,1.07888,1.08958,1590442800.0
1.08958,1.12577,1.08919,1.12373,1583531280.0
1.12373,1.14224,1.11947,1.1236,1592173260.0
1.12359,1.13532,1.1168,1.13074,1592953200.0
1.13074,1.13257,1.11848,1.12384,1581118140.0
1.12385,1.13748,1.12192,1.13419,1594686480.0
1.1342,1.16013,1.13251,1.15675,1595465940.0
1.15674,1.19087,1.15403,1.17627,1583632320.0
1.17626,1.1916,1.16959,1.17315,1607395380.0
1.17315,1.19656,1.1711,1.18728,1597980780.0
1.18728,1.19972,1.17541,1.19884,1578545700.0
1.19884,1.20113,1.17527,1.18269,1602223320.0
1.1827,1.19175,1.17373,1.18377,1600674180.0
1.18374,1.18377,1.16121,1.17092,1601456400.0
1.17095,1.18077,1.16847,1.18023,1599732720.0
1.18023,1.1831,1.16884,1.18135,1603192080.0
1.18134,1.18807,1.17022,1.17038,1603972620.0
1.17037,1.19067,1.16026,1.18717,1599830640.0
1.18718,1.19199,1.17454,1.18595,1605708240.0
1.18597,1.1946,1.17997,1.19428,1606489500.0
1.19428,1.21773,1.19236,1.21026,1597246860.0
1.21023,1.22613,1.20587,1.22519,1608223260.0
1.22519,1.22726,1.21296,1.22531,1609231740.0
1.2253,1.23494,1.22091,1.22262,1627810620.0
1.22261,1.22845,1.20535,1.21258,1611052500.0
1.21257,1.21894,1.20585,1.21035,1611833460.0
1.21035,1.2156,1.19522,1.2027,1627906140.0
1.2027,1.21693,1.20196,1.20335,1613569740.0
1.20333,1.22433,1.20232,1.21257,1614350460.0
1.21256,1.21413,1.18355,1.18968,1630683060.0
1.18968,1.19899,1.18688,1.192,1616080920.0
1.19199,1.19468,1.17606,1.17756,1617035220.0
1.17756,1.19147,1.1704,1.18816,1625422860.0
1.18814,1.19946,1.18608,1.19814,1618605780.0
1.19812,1.21167,1.19424,1.20906,1619564880.0
1.20906,1.21498,1.19859,1.20651,1625451180.0
1.20648,1.21815,1.20514,1.21675,1621310340.0
1.21674,1.22664,1.21598,1.21882,1622092860.0
1.21884,1.22542,1.21039,1.21573,1625556960.0
1.2157,1.22179,1.20925,1.21208,1623839700.0
1.21208,1.21275,1.18472,1.19437,1624619880.0
1.1944,1.19751,1.1807,1.18356,1623070560.0
1.18355,1.1881,1.17717,1.18215,1626358200.0
1.18215,1.18304,1.17518,1.18083,1627315800.0
1.18082,1.19085,1.17698,1.18391,1617904020.0
1.18392,1.18572,1.17059,1.17936,1629061200.0
1.17937,1.18007,1.16638,1.17459,1629851940.0
1.17459,1.18842,1.1726,1.18782,1615261560.0
1.18782,1.1909,1.177,1.18128,1631599140.0
1.18129,1.18458,1.16834,1.1715,1632384480.0
1.17148,1.175,1.15624,1.1614,1618047240.0
1.16141,1.164,1.15242,1.15607,1634124780.0
1.15606,1.16693,1.15361,1.16424,1634909880.0
1.16423,1.16921,1.1535,1.15945,1613057460.0
1.15944,1.16164,1.14538,1.14579,1636652460.0
1.1458,1.14638,1.1236,1.12433,1637605020.0
1.12433,1.13828,1.11859,1.13231,1610477460.0
1.13232,1.13547,1.12275,1.13108,1634067000.0
1.13108,1.13603,1.12215,1.12799,1640119560.0
1.12799,1.13688,1.12644,1.13241,1640904180.0
1.13242,1.13863,1.12721,1.13307,1667261220.0
1.13307,1.14827,1.1313,1.13591,1642641600.0
1.13591,1.13688,1.11213,1.11571,1643594220.0
1.1157,1.14837,1.11462,1.14307,1662087300.0
1.14307,1.14948,1.12799,1.13696,1645155120.0
1.13695,1.13905,1.11062,1.11916,1641182580.0
1.11917,1.12329,1.08059,1.10565,1664770920.0
1.10566,1.11375,1.09005,1.10486,1647833400.0
1.10485,1.1137,1.09446,1.11179,1648613460.0
1.1118,1.11848,1.08547,1.08555,1659589800.0
1.08557,1.09332,1.07575,1.0773,1650346860.0
1.07731,1.09362,1.04808,1.05125,1651126020.0
1.05123,1.06417,1.0471,1.05083,1662361380.0
1.05084,1.05924,1.03496,1.05191,1652860680.0
1.05189,1.0765,1.04597,1.07265,1653641520.0
1.07264,1.07867,1.06271,1.0686,1657100460.0
1.0686,1.07738,1.0359,1.04056,1655375220.0
1.04056,1.06057,1.03834,1.05764,1656328860.0
1.05764,1.0615,1.01801,1.01884,1654603260.0
1.0188,1.02209,0.99521,1.00712,1657889280.0
1.00712,1.02781,1.00408,1.01404,1658841720.0
1.01404,1.02939,1.00966,1.01893,1649426100.0
1.01891,1.03685,1.01415,1.01934,1660573020.0
1.01933,1.02029,0.99002,0.9938,1661352240.0
0.9938,1.00898,0.99107,1.00265,1644419100.0
1.00265,1.01977,0.98638,1.00038,1663083000.0
1.00038,1.00504,0.9808,0.98438,1663863360.0
0.98439,0.98519,0.9668,0.96885,1663966740.0
